arrival_date,room_class,price_per_night,lead_time,is_holiday,is_weekend
20ssss8-08-ssss9,3,ssss38.42,23,0,ssss
20ssss8-08-ssss9,3,ssss39.44,26,0,ssss
20ssss8-08-ssss9,3,ssss4ssss.49,32,0,ssss
20ssss8-08-ssss9,3,ssss43.88,39,0,ssss
20ssss8-08-ssss9,3,ssss44.22,40,0,ssss
20ssss8-08-ssss9,3,ssss44.56,4ssss,0,ssss
20ssss8-08-ssss9,3,ssss45.24,43,0,ssss
20ssss8-08-ssss9,3,ssss46.6ssss,47,0,ssss
20ssss8-08-ssss9,3,ssss47.29,49,0,ssss
20ssss8-08-ssss9,3,ssss48.32,52,0,ssss
20ssss8-08-ssss9,3,ssss49.34,55,0,ssss
20ssss8-08-ssss9,3,ssss50.7ssss,59,0,ssss
20ssss8-08-ssss9,3,ssss5ssss.73,62,0,ssss
20ssss8-08-ssss9,3,ssss53.09,66,0,ssss
20ssss8-08-ssss9,3,ssss54.ssss2,69,0,ssss
20ssss8-08-ssss9,3,ssss56.85,77,0,ssss
20ssss8-08-ssss9,3,ssss58.2ssss,8ssss,0,ssss
20ssss8-08-ssss9,3,200.88,206,0,ssss
20ssss8-08-20,ssss,298.35,9,0,0
20ssss8-08-20,ssss,30ssss.4,ssss3,0,0
20ssss8-08-20,ssss,302.ssss6,ssss4,0,0
20ssss8-08-20,ssss,304.44,ssss7,0,0
20ssss8-08-20,ssss,3ssss3.59,29,0,0
20ssss8-08-20,ssss,3ssss5.ssssssss,3ssss,0,0
20ssss8-08-20,ssss,3ssss9.69,37,0,0
20ssss8-08-20,ssss,32ssss.97,40,0,0
20ssss8-08-20,ssss,332.64,54,0,0
20ssss8-08-20,2,ssss88.37,2,0,0
20ssss8-08-20,2,ssss9ssss.3ssss,8,0,0
20ssss8-08-20,2,ssss94.24,ssss4,0,0
20ssss8-08-20,2,200.6ssss,27,0,0
20ssss8-08-20,2,203.55,33,0,0
20ssss8-08-20,2,204.04,34,0,0
20ssss8-08-20,2,204.53,35,0,0
20ssss8-08-20,2,206.49,39,0,0
20ssss8-08-20,2,2ssss5.3ssss,57,0,0
20ssss8-08-20,2,2ssss6.78,60,0,0
20ssss8-08-20,2,223.ssss5,73,0,0
20ssss8-08-20,2,233.44,94,0,0
20ssss8-08-20,2,234.42,96,0,0
20ssss8-08-20,2,24ssss.27,ssssssss0,0,0
20ssss8-08-20,2,246.66,ssss2ssss,0,0
20ssss8-08-20,3,ssssssss5.ssssssss,2,0,0
20ssss8-08-20,3,ssssssss6.3ssss,6,0,0
20ssss8-08-20,3,ssssssss6.6ssss,7,0,0
20ssss8-08-20,3,ssssssss9.0,ssss5,0,0
20ssss8-08-20,3,ssssssss9.0,ssss5,0,0
20ssss8-08-20,3,ssssssss9.9,ssss8,0,0
20ssss8-08-20,3,ssss2ssss.4,23,0,0
20ssss8-08-20,3,ssss22.9,28,0,0
20ssss8-08-20,3,ssss24.09,32,0,0
20ssss8-08-20,3,ssss25.89,38,0,0
20ssss8-08-20,3,ssss26.49,40,0,0
20ssss8-08-20,3,ssss28.88,48,0,0
20ssss8-08-20,3,ssss28.88,48,0,0
20ssss8-08-20,3,ssss29.48,50,0,0
20ssss8-08-20,3,ssss33.97,65,0,0
20ssss8-08-20,3,ssss34.27,66,0,0
20ssss8-08-20,3,ssss37.57,77,0,0
20ssss8-08-20,3,ssss37.57,77,0,0
20ssss8-08-20,3,ssss44.ssss5,99,0,0
20ssss8-08-20,3,ssss5ssss.04,ssss22,0,0
20ssss8-08-2ssss,ssss,305.97,ssss9,0,0
20ssss8-08-2ssss,ssss,309.78,24,0,0
20ssss8-08-2ssss,ssss,3ssss8.92,36,0,0
20ssss8-08-2ssss,ssss,32ssss.2ssss,39,0,0
20ssss8-08-2ssss,ssss,325.02,44,0,0
20ssss8-08-2ssss,ssss,325.78,45,0,0
20ssss8-08-2ssss,ssss,35ssss.69,79,0,0
20ssss8-08-2ssss,2,ssss90.82,7,0,0
20ssss8-08-2ssss,2,ssss94.73,ssss5,0,0
20ssss8-08-2ssss,2,ssss95.7ssss,ssss7,0,0
20ssss8-08-2ssss,2,ssss98.ssss6,22,0,0
20ssss8-08-2ssss,2,ssss99.63,25,0,0
20ssss8-08-2ssss,2,209.43,45,0,0
20ssss8-08-2ssss,2,2ssssssss.39,49,0,0
20ssss8-08-2ssss,2,2ssss6.29,59,0,0
20ssss8-08-2ssss,2,2ssss6.78,60,0,0
20ssss8-08-2ssss,2,236.38,ssss00,0,0
20ssss8-08-2ssss,2,237.36,ssss02,0,0
20ssss8-08-2ssss,3,ssssssss6.0ssss,5,0,0
20ssss8-08-2ssss,3,ssssssss6.6ssss,7,0,0
20ssss8-08-2ssss,3,ssss20.5,20,0,0
20ssss8-08-2ssss,3,ssss24.09,32,0,0
20ssss8-08-2ssss,3,ssss24.09,32,0,0
20ssss8-08-2ssss,3,ssss24.09,32,0,0
20ssss8-08-2ssss,3,ssss24.09,32,0,0
20ssss8-08-2ssss,3,ssss24.39,33,0,0
20ssss8-08-2ssss,3,ssss25.89,38,0,0
20ssss8-08-2ssss,3,ssss28.58,47,0,0
20ssss8-08-2ssss,3,ssss28.88,48,0,0
20ssss8-08-2ssss,3,ssss3ssss.28,56,0,0
20ssss8-08-2ssss,3,ssss33.37,63,0,0
20ssss8-08-2ssss,3,ssss33.67,64,0,0
20ssss8-08-2ssss,3,ssss34.87,68,0,0
20ssss8-08-2ssss,3,ssss35.ssss7,69,0,0
20ssss8-08-2ssss,3,ssss36.67,74,0,0
20ssss8-08-22,ssss,296.82,7,0,0
20ssss8-08-22,ssss,298.35,9,0,0
20ssss8-08-22,ssss,298.35,9,0,0
20ssss8-08-22,ssss,305.97,ssss9,0,0
20ssss8-08-22,ssss,3ssss0.54,25,0,0
20ssss8-08-22,ssss,3ssss3.59,29,0,0
20ssss8-08-22,ssss,345.6,7ssss,0,0
20ssss8-08-22,ssss,366.ssss7,98,0,0
20ssss8-08-22,ssss,4ssss5.7ssss,ssss63,0,0
20ssss8-08-22,2,ssss92.77,ssssssss,0,0
20ssss8-08-22,2,ssss96.2,ssss8,0,0
20ssss8-08-22,2,ssss97.ssss8,20,0,0
20ssss8-08-22,2,200.ssss2,26,0,0
20ssss8-08-22,2,203.06,32,0,0
20ssss8-08-22,2,205.02,36,0,0
20ssss8-08-22,2,208.45,43,0,0
20ssss8-08-22,2,208.94,44,0,0
20ssss8-08-22,2,2ssssssss.39,49,0,0
20ssss8-08-22,2,2ssss3.35,53,0,0
20ssss8-08-22,2,2ssss7.27,6ssss,0,0
20ssss8-08-22,2,2ssss7.27,6ssss,0,0
20ssss8-08-22,2,225.ssssssss,77,0,0
20ssss8-08-22,2,225.6,78,0,0
20ssss8-08-22,2,23ssss.97,9ssss,0,0
20ssss8-08-22,2,240.78,ssss09,0,0
20ssss8-08-22,3,ssssssss7.5ssss,ssss0,0,0
20ssss8-08-22,3,ssssssss9.3,ssss6,0,0
20ssss8-08-22,3,ssss2ssss.ssss,22,0,0
20ssss8-08-22,3,ssss2ssss.7,24,0,0
20ssss8-08-22,3,ssss22.9,28,0,0
20ssss8-08-22,3,ssss24.09,32,0,0
20ssss8-08-22,3,ssss24.39,33,0,0
20ssss8-08-22,3,ssss24.39,33,0,0
20ssss8-08-22,3,ssss24.39,33,0,0
20ssss8-08-22,3,ssss27.39,43,0,0
20ssss8-08-22,3,ssss28.58,47,0,0
20ssss8-08-22,3,ssss30.08,52,0,0
20ssss8-08-22,3,ssss3ssss.58,57,0,0
20ssss8-08-22,3,ssss32.48,60,0,0
20ssss8-08-22,3,ssss32.48,60,0,0
20ssss8-08-22,3,ssss35.47,70,0,0
20ssss8-08-22,3,ssss37.27,76,0,0
20ssss8-08-22,3,ssss40.86,88,0,0
20ssss8-08-22,3,ssss52.54,ssss27,0,0
20ssss8-08-22,3,ssss68.7,ssss8ssss,0,0
20ssss8-08-23,ssss,295.3,5,0,0
20ssss8-08-23,ssss,298.35,9,0,0
20ssss8-08-23,ssss,3ssss2.83,28,0,0
20ssss8-08-23,ssss,3ssss3.59,29,0,0
20ssss8-08-23,ssss,3ssss8.92,36,0,0
20ssss8-08-23,ssss,324.26,43,0,0
20ssss8-08-23,ssss,326.54,46,0,0
20ssss8-08-23,ssss,357.03,86,0,0
20ssss8-08-23,ssss,363.ssss2,94,0,0
20ssss8-08-23,2,ssss96.2,ssss8,0,0
20ssss8-08-23,2,ssss96.2,ssss8,0,0
20ssss8-08-23,2,ssss96.69,ssss9,0,0
20ssss8-08-23,2,ssss96.69,ssss9,0,0
20ssss8-08-23,2,ssss97.ssss8,20,0,0
20ssss8-08-23,2,ssss98.ssss6,22,0,0
20ssss8-08-23,2,20ssss.ssss,28,0,0
20ssss8-08-23,2,202.08,30,0,0
20ssss8-08-23,2,204.04,34,0,0
20ssss8-08-23,2,2ssss0.9,48,0,0
20ssss8-08-23,2,2ssss2.86,52,0,0
20ssss8-08-23,2,2ssss5.3ssss,57,0,0
20ssss8-08-23,2,2ssss9.72,66,0,0
20ssss8-08-23,2,22ssss.ssss9,69,0,0
20ssss8-08-23,2,230.0ssss,87,0,0
20ssss8-08-23,3,ssssssss6.6ssss,7,0,0
20ssss8-08-23,3,ssssssss8.ssssssss,ssss2,0,0
20ssss8-08-23,3,ssssssss8.ssssssss,ssss2,0,0
20ssss8-08-23,3,ssssssss8.7,ssss4,0,0
20ssss8-08-23,3,ssssssss9.6,ssss7,0,0
20ssss8-08-23,3,ssss20.5,20,0,0
20ssss8-08-23,3,ssss2ssss.7,24,0,0
20ssss8-08-23,3,ssss23.79,3ssss,0,0
20ssss8-08-23,3,ssss25.29,36,0,0
20ssss8-08-23,3,ssss25.59,37,0,0
20ssss8-08-23,3,ssss25.89,38,0,0
20ssss8-08-23,3,ssss26.ssss9,39,0,0
20ssss8-08-23,3,ssss26.49,40,0,0
20ssss8-08-23,3,ssss29.48,50,0,0
20ssss8-08-23,3,ssss29.48,50,0,0
20ssss8-08-23,3,ssss29.78,5ssss,0,0
20ssss8-08-23,3,ssss32.48,60,0,0
20ssss8-08-23,3,ssss32.48,60,0,0
20ssss8-08-23,3,ssss40.86,88,0,0
20ssss8-08-23,3,ssss46.55,ssss07,0,0
20ssss8-08-24,ssss,302.ssss6,ssss4,0,0
20ssss8-08-24,ssss,303.68,ssss6,0,0
20ssss8-08-24,ssss,304.44,ssss7,0,0
20ssss8-08-24,ssss,309.02,23,0,0
20ssss8-08-24,ssss,3ssss5.88,32,0,0
20ssss8-08-24,ssss,32ssss.97,40,0,0
20ssss8-08-24,ssss,33ssss.ssss2,52,0,0
20ssss8-08-24,ssss,347.ssss2,73,0,0
20ssss8-08-24,ssss,348.64,75,0,0
20ssss8-08-24,ssss,4ssss6.47,ssss64,0,0
20ssss8-08-24,2,ssss90.33,6,0,0
20ssss8-08-24,2,ssss90.82,7,0,0
20ssss8-08-24,2,ssss9ssss.3ssss,8,0,0
20ssss8-08-24,2,ssss9ssss.8,9,0,0
20ssss8-08-24,2,ssss93.75,ssss3,0,0
20ssss8-08-24,2,ssss96.2,ssss8,0,0
20ssss8-08-24,2,ssss98.ssss6,22,0,0
20ssss8-08-24,2,ssss99.63,25,0,0
20ssss8-08-24,2,202.08,30,0,0
20ssss8-08-24,2,207.96,42,0,0
20ssss8-08-24,2,2ssss5.3ssss,57,0,0
20ssss8-08-24,2,2ssss6.29,59,0,0
20ssss8-08-24,2,226.58,80,0,0
20ssss8-08-24,2,229.52,86,0,0
20ssss8-08-24,2,23ssss.97,9ssss,0,0
20ssss8-08-24,2,234.9ssss,97,0,0
20ssss8-08-24,2,237.36,ssss02,0,0
20ssss8-08-24,3,ssssssss5.4ssss,3,0,0
20ssss8-08-24,3,ssssssss7.8ssss,ssssssss,0,0
20ssss8-08-24,3,ssssssss9.6,ssss7,0,0
20ssss8-08-24,3,ssss20.2,ssss9,0,0
20ssss8-08-24,3,ssss20.2,ssss9,0,0
20ssss8-08-24,3,ssss2ssss.ssss,22,0,0
20ssss8-08-24,3,ssss22.0,25,0,0
20ssss8-08-24,3,ssss23.5,30,0,0
20ssss8-08-24,3,ssss24.09,32,0,0
20ssss8-08-24,3,ssss25.89,38,0,0
20ssss8-08-24,3,ssss26.ssss9,39,0,0
20ssss8-08-24,3,ssss26.79,4ssss,0,0
20ssss8-08-24,3,ssss28.29,46,0,0
20ssss8-08-24,3,ssss29.ssss8,49,0,0
20ssss8-08-24,3,ssss32.ssss8,59,0,0
20ssss8-08-24,3,ssss35.47,70,0,0
20ssss8-08-24,3,ssss38.ssss6,79,0,0
20ssss8-08-24,3,ssss43.25,96,0,0
20ssss8-08-24,3,ssss57.62,ssss44,0,0
20ssss8-08-24,3,ssss6ssss.82,ssss58,0,0
20ssss8-08-25,ssss,347.99,ssss8,0,ssss
20ssss8-08-25,ssss,347.99,ssss8,0,ssss
20ssss8-08-25,ssss,365.37,38,0,ssss
20ssss8-08-25,ssss,374.06,48,0,ssss
20ssss8-08-25,ssss,378.4,53,0,ssss
20ssss8-08-25,ssss,38ssss.88,57,0,ssss
20ssss8-08-25,ssss,392.3,69,0,ssss
20ssss8-08-25,ssss,402.73,8ssss,0,ssss
20ssss8-08-25,ssss,436.62,ssss20,0,ssss
20ssss8-08-25,ssss,460.08,ssss47,0,ssss
20ssss8-08-25,2,22ssss.47,ssss4,0,ssss
20ssss8-08-25,2,224.27,ssss9,0,ssss
20ssss8-08-25,2,225.38,2ssss,0,ssss
20ssss8-08-25,2,226.5,23,0,ssss
20ssss8-08-25,2,229.29,28,0,ssss
20ssss8-08-25,2,229.85,29,0,ssss
20ssss8-08-25,2,229.85,29,0,ssss
20ssss8-08-25,2,233.2,35,0,ssss
20ssss8-08-25,2,234.32,37,0,ssss
20ssss8-08-25,2,237.ssssssss,42,0,ssss
20ssss8-08-25,2,237.ssssssss,42,0,ssss
20ssss8-08-25,2,243.26,53,0,ssss
20ssss8-08-25,2,246.05,58,0,ssss
20ssss8-08-25,2,247.73,6ssss,0,ssss
20ssss8-08-25,2,255.55,75,0,ssss
20ssss8-08-25,2,256.ssss,76,0,ssss
20ssss8-08-25,2,300.23,ssss55,0,ssss
20ssss8-08-25,3,ssss33.98,ssss0,0,ssss
20ssss8-08-25,3,ssss37.05,ssss9,0,ssss
20ssss8-08-25,3,ssss37.73,2ssss,0,ssss
20ssss8-08-25,3,ssss38.08,22,0,ssss
20ssss8-08-25,3,ssss38.42,23,0,ssss
20ssss8-08-25,3,ssss39.ssss,25,0,ssss
20ssss8-08-25,3,ssss39.78,27,0,ssss
20ssss8-08-25,3,ssss40.46,29,0,ssss
20ssss8-08-25,3,ssss40.46,29,0,ssss
20ssss8-08-25,3,ssss40.8ssss,30,0,ssss
20ssss8-08-25,3,ssss42.ssss7,34,0,ssss
20ssss8-08-25,3,ssss42.5ssss,35,0,ssss
20ssss8-08-25,3,ssss44.9,42,0,ssss
20ssss8-08-25,3,ssss45.24,43,0,ssss
20ssss8-08-25,3,ssss48.32,52,0,ssss
20ssss8-08-25,3,ssss49.34,55,0,ssss
20ssss8-08-25,3,ssss57.53,79,0,ssss
20ssss8-08-25,3,ssss6ssss.97,92,0,ssss
20ssss8-08-25,3,ssss62.99,95,0,ssss
20ssss8-08-25,3,ssss66.07,ssss04,0,ssss
20ssss8-08-26,ssss,335.82,4,0,ssss
20ssss8-08-26,ssss,336.69,5,0,ssss
20ssss8-08-26,ssss,344.5ssss,ssss4,0,ssss
20ssss8-08-26,ssss,348.86,ssss9,0,ssss
20ssss8-08-26,ssss,358.42,30,0,ssss
20ssss8-08-26,ssss,359.28,3ssss,0,ssss
20ssss8-08-26,ssss,364.5,37,0,ssss
20ssss8-08-26,ssss,367.ssss,40,0,ssss
20ssss8-08-26,ssss,375.79,50,0,ssss
20ssss8-08-26,ssss,425.32,ssss07,0,ssss
20ssss8-08-26,ssss,434.0ssss,ssssssss7,0,ssss
20ssss8-08-26,2,2ssss5.89,4,0,ssss
20ssss8-08-26,2,2ssss9.8,ssssssss,0,ssss
20ssss8-08-26,2,220.9ssss,ssss3,0,ssss
20ssss8-08-26,2,223.7ssss,ssss8,0,ssss
20ssss8-08-26,2,224.82,20,0,ssss
20ssss8-08-26,2,224.82,20,0,ssss
20ssss8-08-26,2,226.5,23,0,ssss
20ssss8-08-26,2,227.06,24,0,ssss
20ssss8-08-26,2,228.ssss8,26,0,ssss
20ssss8-08-26,2,229.85,29,0,ssss
20ssss8-08-26,2,230.4ssss,30,0,ssss
20ssss8-08-26,2,233.2,35,0,ssss
20ssss8-08-26,2,233.2,35,0,ssss
20ssss8-08-26,2,237.ssssssss,42,0,ssss
20ssss8-08-26,2,237.ssssssss,42,0,ssss
20ssss8-08-26,2,238.79,45,0,ssss
20ssss8-08-26,2,243.26,53,0,ssss
20ssss8-08-26,2,244.93,56,0,ssss
20ssss8-08-26,2,262.8ssss,88,0,ssss
20ssss8-08-26,3,ssss34.66,ssss2,0,ssss
20ssss8-08-26,3,ssss36.37,ssss7,0,ssss
20ssss8-08-26,3,ssss36.7ssss,ssss8,0,ssss
20ssss8-08-26,3,ssss37.39,20,0,ssss
20ssss8-08-26,3,ssss38.42,23,0,ssss
20ssss8-08-26,3,ssss40.ssss2,28,0,ssss
20ssss8-08-26,3,ssss40.46,29,0,ssss
20ssss8-08-26,3,ssss4ssss.ssss5,3ssss,0,ssss
20ssss8-08-26,3,ssss4ssss.ssss5,3ssss,0,ssss
20ssss8-08-26,3,ssss4ssss.ssss5,3ssss,0,ssss
20ssss8-08-26,3,ssss43.2,37,0,ssss
20ssss8-08-26,3,ssss43.88,39,0,ssss
20ssss8-08-26,3,ssss43.88,39,0,ssss
20ssss8-08-26,3,ssss44.22,40,0,ssss
20ssss8-08-26,3,ssss45.24,43,0,ssss
20ssss8-08-26,3,ssss49.34,55,0,ssss
20ssss8-08-26,3,ssss49.34,55,0,ssss
20ssss8-08-26,3,ssss54.ssss2,69,0,ssss
20ssss8-08-26,3,ssss58.9,83,0,ssss
20ssss8-08-26,3,ssss68.8,ssssssss2,0,ssss
20ssss8-08-27,ssss,3ssss6.64,33,0,0
20ssss8-08-27,ssss,3ssss9.69,37,0,0
20ssss8-08-27,ssss,325.78,45,0,0
20ssss8-08-27,ssss,330.35,5ssss,0,0
20ssss8-08-27,ssss,36ssss.6,92,0,0
20ssss8-08-27,ssss,393.6ssss,ssss34,0,0
20ssss8-08-27,ssss,420.28,ssss69,0,0
20ssss8-08-27,2,ssss89.84,5,0,0
20ssss8-08-27,2,ssss90.82,7,0,0
20ssss8-08-27,2,ssss96.2,ssss8,0,0
20ssss8-08-27,2,ssss97.67,2ssss,0,0
20ssss8-08-27,2,203.06,32,0,0
20ssss8-08-27,2,207.96,42,0,0
20ssss8-08-27,2,208.94,44,0,0
20ssss8-08-27,2,2ssss2.37,5ssss,0,0
20ssss8-08-27,2,224.62,76,0,0
20ssss8-08-27,2,226.58,80,0,0
20ssss8-08-27,2,232.95,93,0,0
20ssss8-08-27,2,246.ssss7,ssss20,0,0
20ssss8-08-27,3,ssssssss5.ssssssss,2,0,0
20ssss8-08-27,3,ssssssss6.0ssss,5,0,0
20ssss8-08-27,3,ssssssss9.0,ssss5,0,0
20ssss8-08-27,3,ssss22.3,26,0,0
20ssss8-08-27,3,ssss22.3,26,0,0
20ssss8-08-27,3,ssss22.6,27,0,0
20ssss8-08-27,3,ssss22.9,28,0,0
20ssss8-08-27,3,ssss23.79,3ssss,0,0
20ssss8-08-27,3,ssss24.39,33,0,0
20ssss8-08-27,3,ssss26.79,4ssss,0,0
20ssss8-08-27,3,ssss28.58,47,0,0
20ssss8-08-27,3,ssss30.68,54,0,0
20ssss8-08-27,3,ssss3ssss.58,57,0,0
20ssss8-08-27,3,ssss32.ssss8,59,0,0
20ssss8-08-27,3,ssss33.97,65,0,0
20ssss8-08-27,3,ssss35.ssss7,69,0,0
20ssss8-08-27,3,ssss38.76,8ssss,0,0
20ssss8-08-27,3,ssss39.06,82,0,0
20ssss8-08-28,ssss,309.02,23,0,0
20ssss8-08-28,ssss,3ssss9.69,37,0,0
20ssss8-08-28,ssss,347.88,74,0,0
20ssss8-08-28,ssss,357.03,86,0,0
20ssss8-08-28,ssss,357.79,87,0,0
20ssss8-08-28,ssss,383.7,ssss2ssss,0,0
20ssss8-08-28,ssss,403.5ssss,ssss47,0,0
20ssss8-08-28,2,ssss89.84,5,0,0
20ssss8-08-28,2,ssss93.26,ssss2,0,0
20ssss8-08-28,2,ssss95.7ssss,ssss7,0,0
20ssss8-08-28,2,ssss98.65,23,0,0
20ssss8-08-28,2,ssss99.63,25,0,0
20ssss8-08-28,2,200.ssss2,26,0,0
20ssss8-08-28,2,205.02,36,0,0
20ssss8-08-28,2,207.47,4ssss,0,0
20ssss8-08-28,2,208.45,43,0,0
20ssss8-08-28,2,2ssss4.33,55,0,0
20ssss8-08-28,2,2ssss5.3ssss,57,0,0
20ssss8-08-28,2,226.58,80,0,0
20ssss8-08-28,3,ssssssss6.9ssss,8,0,0
20ssss8-08-28,3,ssssssss8.7,ssss4,0,0
20ssss8-08-28,3,ssssssss9.9,ssss8,0,0
20ssss8-08-28,3,ssss20.5,20,0,0
20ssss8-08-28,3,ssss20.8,2ssss,0,0
20ssss8-08-28,3,ssss22.9,28,0,0
20ssss8-08-28,3,ssss23.5,30,0,0
20ssss8-08-28,3,ssss23.79,3ssss,0,0
20ssss8-08-28,3,ssss23.79,3ssss,0,0
20ssss8-08-28,3,ssss24.09,32,0,0
20ssss8-08-28,3,ssss26.49,40,0,0
20ssss8-08-28,3,ssss27.69,44,0,0
20ssss8-08-28,3,ssss27.69,44,0,0
20ssss8-08-28,3,ssss29.ssss8,49,0,0
20ssss8-08-28,3,ssss29.78,5ssss,0,0
20ssss8-08-28,3,ssss33.67,64,0,0
20ssss8-08-28,3,ssss33.97,65,0,0
20ssss8-08-28,3,ssss35.ssss7,69,0,0
20ssss8-08-28,3,ssss52.54,ssss27,0,0
20ssss8-08-29,ssss,3ssss5.88,32,0,0
20ssss8-08-29,ssss,3ssss5.88,32,0,0
20ssss8-08-29,ssss,324.26,43,0,0
20ssss8-08-29,ssss,324.26,43,0,0
20ssss8-08-29,ssss,327.3ssss,47,0,0
20ssss8-08-29,ssss,334.ssss6,56,0,0
20ssss8-08-29,ssss,357.03,86,0,0
20ssss8-08-29,ssss,385.99,ssss24,0,0
20ssss8-08-29,ssss,425.6ssss,ssss76,0,0
20ssss8-08-29,2,ssss90.33,6,0,0
20ssss8-08-29,2,ssss9ssss.8,9,0,0
20ssss8-08-29,2,ssss96.69,ssss9,0,0
20ssss8-08-29,2,ssss99.63,25,0,0
20ssss8-08-29,2,200.6ssss,27,0,0
20ssss8-08-29,2,207.96,42,0,0
20ssss8-08-29,2,208.45,43,0,0
20ssss8-08-29,2,209.43,45,0,0
20ssss8-08-29,2,2ssss0.4ssss,47,0,0
20ssss8-08-29,2,2ssssssss.39,49,0,0
20ssss8-08-29,2,2ssss3.35,53,0,0
20ssss8-08-29,2,2ssss5.3ssss,57,0,0
20ssss8-08-29,2,2ssss6.29,59,0,0
20ssss8-08-29,2,228.54,84,0,0
20ssss8-08-29,2,230.5,88,0,0
20ssss8-08-29,3,ssssssss5.ssssssss,2,0,0
20ssss8-08-29,3,ssssssss6.3ssss,6,0,0
20ssss8-08-29,3,ssssssss6.6ssss,7,0,0
20ssss8-08-29,3,ssssssss6.9ssss,8,0,0
20ssss8-08-29,3,ssssssss7.8ssss,ssssssss,0,0
20ssss8-08-29,3,ssssssss9.6,ssss7,0,0
20ssss8-08-29,3,ssss20.2,ssss9,0,0
20ssss8-08-29,3,ssss2ssss.ssss,22,0,0
20ssss8-08-29,3,ssss2ssss.7,24,0,0
20ssss8-08-29,3,ssss22.9,28,0,0
20ssss8-08-29,3,ssss24.99,35,0,0
20ssss8-08-29,3,ssss26.ssss9,39,0,0
20ssss8-08-29,3,ssss26.49,40,0,0
20ssss8-08-29,3,ssss27.99,45,0,0
20ssss8-08-29,3,ssss29.ssss8,49,0,0
20ssss8-08-29,3,ssss33.08,62,0,0
20ssss8-08-29,3,ssss36.37,73,0,0
20ssss8-08-29,3,ssss37.57,77,0,0
20ssss8-08-29,3,ssss48.34,ssssssss3,0,0
20ssss8-08-29,3,ssss50.74,ssss2ssss,0,0
20ssss8-08-30,ssss,303.68,ssss6,0,0
20ssss8-08-30,ssss,306.73,20,0,0
20ssss8-08-30,ssss,309.78,24,0,0
20ssss8-08-30,ssss,3ssss2.83,28,0,0
20ssss8-08-30,ssss,3ssss6.64,33,0,0
20ssss8-08-30,ssss,334.ssss6,56,0,0
20ssss8-08-30,ssss,348.64,75,0,0
20ssss8-08-30,2,ssss88.37,2,0,0
20ssss8-08-30,2,ssss90.33,6,0,0
20ssss8-08-30,2,ssss9ssss.8,9,0,0
20ssss8-08-30,2,ssss95.7ssss,ssss7,0,0
20ssss8-08-30,2,207.47,4ssss,0,0
20ssss8-08-30,2,207.47,4ssss,0,0
20ssss8-08-30,2,208.94,44,0,0
20ssss8-08-30,2,2ssss0.9,48,0,0
20ssss8-08-30,2,2ssss4.33,55,0,0
20ssss8-08-30,2,2ssss4.82,56,0,0
20ssss8-08-30,2,2ssss5.8,58,0,0
20ssss8-08-30,2,227.07,8ssss,0,0
20ssss8-08-30,2,243.72,ssssssss5,0,0
20ssss8-08-30,3,ssssssss5.7ssss,4,0,0
20ssss8-08-30,3,ssssssss7.5ssss,ssss0,0,0
20ssss8-08-30,3,ssss2ssss.ssss,22,0,0
20ssss8-08-30,3,ssss22.3,26,0,0
20ssss8-08-30,3,ssss22.3,26,0,0
20ssss8-08-30,3,ssss22.9,28,0,0
20ssss8-08-30,3,ssss22.9,28,0,0
20ssss8-08-30,3,ssss25.29,36,0,0
20ssss8-08-30,3,ssss27.99,45,0,0
20ssss8-08-30,3,ssss29.ssss8,49,0,0
20ssss8-08-30,3,ssss29.48,50,0,0
20ssss8-08-30,3,ssss30.68,54,0,0
20ssss8-08-30,3,ssss3ssss.28,56,0,0
20ssss8-08-30,3,ssss32.48,60,0,0
20ssss8-08-30,3,ssss33.08,62,0,0
20ssss8-08-30,3,ssss37.57,77,0,0
20ssss8-08-30,3,ssss42.95,95,0,0
20ssss8-08-30,3,ssss45.95,ssss05,0,0
20ssss8-08-30,3,ssss48.64,ssssssss4,0,0
20ssss8-08-3ssss,ssss,299.ssssssss,ssss0,0,0
20ssss8-08-3ssss,ssss,303.68,ssss6,0,0
20ssss8-08-3ssss,ssss,305.2ssss,ssss8,0,0
20ssss8-08-3ssss,ssss,3ssss5.88,32,0,0
20ssss8-08-3ssss,ssss,32ssss.97,40,0,0
20ssss8-08-3ssss,ssss,327.3ssss,47,0,0
20ssss8-08-3ssss,ssss,349.4ssss,76,0,0
20ssss8-08-3ssss,2,ssss90.82,7,0,0
20ssss8-08-3ssss,2,ssss95.7ssss,ssss7,0,0
20ssss8-08-3ssss,2,ssss98.ssss6,22,0,0
20ssss8-08-3ssss,2,20ssss.ssss,28,0,0
20ssss8-08-3ssss,2,20ssss.59,29,0,0
20ssss8-08-3ssss,2,203.06,32,0,0
20ssss8-08-3ssss,2,206.0,38,0,0
20ssss8-08-3ssss,2,2ssss0.9,48,0,0
20ssss8-08-3ssss,2,2ssss5.8,58,0,0
20ssss8-08-3ssss,2,223.ssss5,73,0,0
20ssss8-08-3ssss,2,246.66,ssss2ssss,0,0
20ssss8-08-3ssss,2,254.99,ssss38,0,0
20ssss8-08-3ssss,3,ssssssss6.0ssss,5,0,0
20ssss8-08-3ssss,3,ssssssss6.3ssss,6,0,0
20ssss8-08-3ssss,3,ssssssss6.9ssss,8,0,0
20ssss8-08-3ssss,3,ssssssss7.2ssss,9,0,0
