arrival_date,room_blabla,price_per_night,lead_time,is_holiday,is_weekend
2020-02-13,3,112.81,2,0,0
2020-02-13,3,115.45,11,0,0
2020-02-13,3,116.33,14,0,0
2020-02-13,3,117.51,18,0,0
2020-02-13,3,117.8,19,0,0
2020-02-13,3,118.39,21,0,0
2020-02-13,3,119.56,25,0,0
2020-02-13,3,121.91,33,0,0
2020-02-13,3,124.84,43,0,0
2020-02-13,3,126.31,48,0,0
2020-02-13,3,126.31,48,0,0
2020-02-13,3,128.95,57,0,0
2020-02-13,3,129.24,58,0,0
2020-02-13,3,138.63,90,0,0
2020-02-13,3,139.51,93,0,0
2020-02-13,3,139.8,94,0,0
2020-02-13,3,149.19,126,0,0
2020-02-13,3,150.37,130,0,0
2020-02-13,3,151.54,134,0,0
2020-02-13,3,172.67,206,0,0
2020-02-14,1,299.11,18,0,0
2020-02-14,1,311.06,34,0,0
2020-02-14,1,320.77,47,0,0
2020-02-14,1,324.5,52,0,0
2020-02-14,1,325.25,53,0,0
2020-02-14,1,328.23,57,0,0
2020-02-14,1,341.68,75,0,0
2020-02-14,2,189.88,13,0,0
2020-02-14,2,190.84,15,0,0
2020-02-14,2,194.2,22,0,0
2020-02-14,2,194.2,22,0,0
2020-02-14,2,197.08,28,0,0
2020-02-14,2,199.0,32,0,0
2020-02-14,2,204.77,44,0,0
2020-02-14,2,206.69,48,0,0
2020-02-14,2,208.61,52,0,0
2020-02-14,2,210.05,55,0,0
2020-02-14,2,210.53,56,0,0
2020-02-14,3,115.16,10,0,0
2020-02-14,3,115.75,12,0,0
2020-02-14,3,117.21,17,0,0
2020-02-14,3,117.51,18,0,0
2020-02-14,3,118.68,22,0,0
2020-02-14,3,120.44,28,0,0
2020-02-14,3,120.73,29,0,0
2020-02-14,3,122.49,35,0,0
2020-02-14,3,123.96,40,0,0
2020-02-14,3,124.25,41,0,0
2020-02-14,3,125.13,44,0,0
2020-02-14,3,125.43,45,0,0
2020-02-14,3,126.02,47,0,0
2020-02-14,3,126.02,47,0,0
2020-02-14,3,133.94,74,0,0
2020-02-14,3,140.69,97,0,0
2020-02-14,3,152.42,137,0,0
2020-02-15,1,335.07,11,0,1
2020-02-15,1,341.04,18,0,1
2020-02-15,1,348.7,27,0,1
2020-02-15,1,349.55,28,0,1
2020-02-15,1,353.81,33,0,1
2020-02-15,1,382.76,67,0,1
2020-02-15,1,393.83,80,0,1
2020-02-15,1,404.9,93,0,1
2020-02-15,1,405.75,94,0,1
2020-02-15,2,211.03,3,0,1
2020-02-15,2,211.03,3,0,1
2020-02-15,2,214.31,9,0,1
2020-02-15,2,220.33,20,0,1
2020-02-15,2,221.43,22,0,1
2020-02-15,2,223.07,25,0,1
2020-02-15,2,229.09,36,0,1
2020-02-15,2,230.19,38,0,1
2020-02-15,2,231.28,40,0,1
2020-02-15,2,237.85,52,0,1
2020-02-15,2,238.94,54,0,1
2020-02-15,2,239.49,55,0,1
2020-02-15,2,244.97,65,0,1
2020-02-15,2,247.15,69,0,1
2020-02-15,2,248.8,72,0,1
2020-02-15,2,255.91,85,0,1
2020-02-15,3,129.29,4,0,1
2020-02-15,3,130.63,8,0,1
2020-02-15,3,133.64,17,0,1
2020-02-15,3,133.98,18,0,1
2020-02-15,3,134.31,19,0,1
2020-02-15,3,134.98,21,0,1
2020-02-15,3,135.32,22,0,1
2020-02-15,3,138.66,32,0,1
2020-02-15,3,140.33,37,0,1
2020-02-15,3,140.67,38,0,1
2020-02-15,3,141.67,41,0,1
2020-02-15,3,144.68,50,0,1
2020-02-15,3,145.69,53,0,1
2020-02-15,3,147.02,57,0,1
2020-02-15,3,149.7,65,0,1
2020-02-15,3,151.37,70,0,1
2020-02-15,3,152.38,73,0,1
2020-02-15,3,154.38,79,0,1
2020-02-15,3,161.74,101,0,1
2020-02-15,3,178.14,150,0,1
2020-02-16,1,339.33,16,0,1
2020-02-16,1,344.44,22,0,1
2020-02-16,1,347.0,25,0,1
2020-02-16,1,350.4,29,0,1
2020-02-16,1,364.03,45,0,1
2020-02-16,1,364.88,46,0,1
2020-02-16,1,374.24,57,0,1
2020-02-16,1,408.31,97,0,1
2020-02-16,1,411.71,101,0,1
2020-02-16,1,447.48,143,0,1
2020-02-16,2,212.67,6,0,1
2020-02-16,2,215.95,12,0,1
2020-02-16,2,217.59,15,0,1
2020-02-16,2,218.14,16,0,1
2020-02-16,2,223.07,25,0,1
2020-02-16,2,224.16,27,0,1
2020-02-16,2,229.09,36,0,1
2020-02-16,2,231.28,40,0,1
2020-02-16,2,231.83,41,0,1
2020-02-16,2,239.49,55,0,1
2020-02-16,2,240.04,56,0,1
2020-02-16,2,240.04,56,0,1
2020-02-16,2,248.8,72,0,1
2020-02-16,2,252.63,79,0,1
2020-02-16,2,263.03,98,0,1
2020-02-16,2,263.58,99,0,1
2020-02-16,3,129.96,6,0,1
2020-02-16,3,131.64,11,0,1
2020-02-16,3,131.64,11,0,1
2020-02-16,3,131.64,11,0,1
2020-02-16,3,131.97,12,0,1
2020-02-16,3,132.31,13,0,1
2020-02-16,3,132.97,15,0,1
2020-02-16,3,134.31,19,0,1
2020-02-16,3,134.31,19,0,1
2020-02-16,3,135.99,24,0,1
2020-02-16,3,135.99,24,0,1
2020-02-16,3,136.65,26,0,1
2020-02-16,3,142.34,43,0,1
2020-02-16,3,142.68,44,0,1
2020-02-16,3,143.01,45,0,1
2020-02-16,3,143.68,47,0,1
2020-02-16,3,151.04,69,0,1
2020-02-16,3,158.06,90,0,1
2020-02-16,3,161.74,101,0,1
2020-02-16,3,165.76,113,0,1
2020-02-17,1,318.53,44,0,0
2020-02-17,1,325.99,54,0,0
2020-02-17,1,328.23,57,0,0
2020-02-17,1,328.98,58,0,0
2020-02-17,1,333.46,64,0,0
2020-02-17,1,334.21,65,0,0
2020-02-17,2,191.8,17,0,0
2020-02-17,2,194.2,22,0,0
2020-02-17,2,194.68,23,0,0
2020-02-17,2,195.16,24,0,0
2020-02-17,2,204.29,43,0,0
2020-02-17,2,206.69,48,0,0
2020-02-17,2,207.17,49,0,0
2020-02-17,2,209.57,54,0,0
2020-02-17,2,216.77,69,0,0
2020-02-17,2,218.21,72,0,0
2020-02-17,2,225.89,88,0,0
2020-02-17,3,113.99,6,0,0
2020-02-17,3,115.75,12,0,0
2020-02-17,3,116.92,16,0,0
2020-02-17,3,121.91,33,0,0
2020-02-17,3,122.79,36,0,0
2020-02-17,3,123.37,38,0,0
2020-02-17,3,123.67,39,0,0
2020-02-17,3,124.55,42,0,0
2020-02-17,3,126.31,48,0,0
2020-02-17,3,129.54,59,0,0
2020-02-17,3,131.0,64,0,0
2020-02-17,3,131.88,67,0,0
2020-02-17,3,132.47,69,0,0
2020-02-17,3,133.35,72,0,0
2020-02-17,3,134.52,76,0,0
2020-02-17,3,134.52,76,0,0
2020-02-17,3,144.5,110,0,0
2020-02-18,1,294.63,12,0,0
2020-02-18,1,297.61,16,0,0
2020-02-18,1,302.09,22,0,0
2020-02-18,1,302.09,22,0,0
2020-02-18,1,311.06,34,0,0
2020-02-18,1,317.03,42,0,0
2020-02-18,1,342.42,76,0,0
2020-02-18,2,192.28,18,0,0
2020-02-18,2,195.16,24,0,0
2020-02-18,2,197.08,28,0,0
2020-02-18,2,199.97,34,0,0
2020-02-18,2,202.37,39,0,0
2020-02-18,2,205.73,46,0,0
2020-02-18,2,207.17,49,0,0
2020-02-18,2,210.53,56,0,0
2020-02-18,2,213.89,63,0,0
2020-02-18,2,230.21,97,0,0
2020-02-18,2,232.13,101,0,0
2020-02-18,2,239.81,117,0,0
2020-02-18,3,113.11,3,0,0
2020-02-18,3,115.45,11,0,0
2020-02-18,3,120.15,27,0,0
2020-02-18,3,120.15,27,0,0
2020-02-18,3,120.44,28,0,0
2020-02-18,3,123.67,39,0,0
2020-02-18,3,125.43,45,0,0
2020-02-18,3,126.31,48,0,0
2020-02-18,3,126.31,48,0,0
2020-02-18,3,126.9,50,0,0
2020-02-18,3,127.48,52,0,0
2020-02-18,3,127.78,53,0,0
2020-02-18,3,128.66,56,0,0
2020-02-18,3,130.71,63,0,0
2020-02-18,3,131.59,66,0,0
2020-02-18,3,133.94,74,0,0
2020-02-18,3,135.7,80,0,0
2020-02-18,3,145.09,112,0,0
2020-02-19,1,293.88,11,0,0
2020-02-19,1,293.88,11,0,0
2020-02-19,1,294.63,12,0,0
2020-02-19,1,302.84,23,0,0
2020-02-19,1,307.32,29,0,0
2020-02-19,1,318.53,44,0,0
2020-02-19,1,328.23,57,0,0
2020-02-19,2,185.08,3,0,0
2020-02-19,2,192.76,19,0,0
2020-02-19,2,193.24,20,0,0
2020-02-19,2,194.68,23,0,0
2020-02-19,2,195.16,24,0,0
2020-02-19,2,198.04,30,0,0
2020-02-19,2,205.25,45,0,0
2020-02-19,2,206.21,47,0,0
2020-02-19,2,212.45,60,0,0
2020-02-19,2,213.89,63,0,0
2020-02-19,2,225.89,88,0,0
2020-02-19,2,230.21,97,0,0
2020-02-19,2,257.1,153,0,0
2020-02-19,3,116.92,16,0,0
2020-02-19,3,119.27,24,0,0
2020-02-19,3,119.85,26,0,0
2020-02-19,3,120.44,28,0,0
2020-02-19,3,121.32,31,0,0
2020-02-19,3,121.32,31,0,0
2020-02-19,3,122.79,36,0,0
2020-02-19,3,123.67,39,0,0
2020-02-19,3,123.67,39,0,0
2020-02-19,3,123.96,40,0,0
2020-02-19,3,124.84,43,0,0
2020-02-19,3,128.66,56,0,0
2020-02-19,3,130.42,62,0,0
2020-02-19,3,132.18,68,0,0
2020-02-19,3,132.47,69,0,0
2020-02-19,3,133.06,71,0,0
2020-02-19,3,133.64,73,0,0
2020-02-19,3,134.23,75,0,0
2020-02-19,3,136.28,82,0,0
2020-02-20,1,297.61,16,0,0
2020-02-20,1,302.09,22,0,0
2020-02-20,1,306.58,28,0,0
2020-02-20,1,312.55,36,0,0
2020-02-20,1,330.47,60,0,0
2020-02-20,1,331.22,61,0,0
2020-02-20,1,339.44,72,0,0
2020-02-20,1,377.53,123,0,0
2020-02-20,2,184.6,2,0,0
2020-02-20,2,186.04,5,0,0
2020-02-20,2,194.68,23,0,0
2020-02-20,2,196.6,27,0,0
2020-02-20,2,197.56,29,0,0
2020-02-20,2,200.45,35,0,0
2020-02-20,2,201.89,38,0,0
2020-02-20,2,204.29,43,0,0
2020-02-20,2,206.69,48,0,0
2020-02-20,2,207.17,49,0,0
2020-02-20,2,211.01,57,0,0
2020-02-20,2,221.57,79,0,0
2020-02-20,2,224.93,86,0,0
2020-02-20,2,226.85,90,0,0
2020-02-20,3,113.69,5,0,0
2020-02-20,3,114.57,8,0,0
2020-02-20,3,115.75,12,0,0
2020-02-20,3,116.63,15,0,0
2020-02-20,3,116.92,16,0,0
2020-02-20,3,117.51,18,0,0
2020-02-20,3,118.39,21,0,0
2020-02-20,3,118.97,23,0,0
2020-02-20,3,118.97,23,0,0
2020-02-20,3,119.27,24,0,0
2020-02-20,3,119.56,25,0,0
2020-02-20,3,120.73,29,0,0
2020-02-20,3,124.25,41,0,0
2020-02-20,3,124.55,42,0,0
2020-02-20,3,126.31,48,0,0
2020-02-20,3,126.6,49,0,0
2020-02-20,3,127.78,53,0,0
2020-02-20,3,130.71,63,0,0
2020-02-20,3,135.7,80,0,0
2020-02-20,3,147.73,121,0,0
2020-02-21,1,290.89,7,0,0
2020-02-21,1,308.82,31,0,0
2020-02-21,1,317.78,43,0,0
2020-02-21,1,335.7,67,0,0
2020-02-21,1,344.66,79,0,0
2020-02-21,1,358.11,97,0,0
2020-02-21,2,186.52,6,0,0
2020-02-21,2,188.92,11,0,0
2020-02-21,2,190.36,14,0,0
2020-02-21,2,193.24,20,0,0
2020-02-21,2,194.2,22,0,0
2020-02-21,2,196.6,27,0,0
2020-02-21,2,196.6,27,0,0
2020-02-21,2,202.37,39,0,0
2020-02-21,2,209.09,53,0,0
2020-02-21,2,231.65,100,0,0
2020-02-21,2,242.69,123,0,0
2020-02-21,3,114.28,7,0,0
2020-02-21,3,115.16,10,0,0
2020-02-21,3,116.63,15,0,0
2020-02-21,3,117.8,19,0,0
2020-02-21,3,118.68,22,0,0
2020-02-21,3,119.27,24,0,0
2020-02-21,3,120.15,27,0,0
2020-02-21,3,120.44,28,0,0
2020-02-21,3,123.08,37,0,0
2020-02-21,3,123.37,38,0,0
2020-02-21,3,123.67,39,0,0
2020-02-21,3,124.84,43,0,0
2020-02-21,3,125.13,44,0,0
2020-02-21,3,125.72,46,0,0
2020-02-21,3,126.9,50,0,0
2020-02-21,3,141.57,100,0,0
2020-02-21,3,155.36,147,0,0
2020-02-22,1,341.04,18,0,1
2020-02-22,1,341.89,19,0,1
2020-02-22,1,347.85,26,0,1
2020-02-22,1,355.51,35,0,1
2020-02-22,1,371.69,54,0,1
2020-02-22,1,378.5,62,0,1
2020-02-22,1,413.41,103,0,1
2020-02-22,1,444.07,139,0,1
2020-02-22,1,490.9,194,0,1
2020-02-22,2,210.48,2,0,1
2020-02-22,2,215.41,11,0,1
2020-02-22,2,220.88,21,0,1
2020-02-22,2,220.88,21,0,1
2020-02-22,2,225.81,30,0,1
2020-02-22,2,231.28,40,0,1
2020-02-22,2,231.83,41,0,1
2020-02-22,2,232.37,42,0,1
2020-02-22,2,232.37,42,0,1
2020-02-22,2,235.11,47,0,1
2020-02-22,2,237.85,52,0,1
2020-02-22,2,238.4,53,0,1
2020-02-22,2,240.59,57,0,1
2020-02-22,2,240.59,57,0,1
2020-02-22,2,248.25,71,0,1
2020-02-22,2,266.31,104,0,1
2020-02-22,3,130.63,8,0,1
2020-02-22,3,131.3,10,0,1
2020-02-22,3,131.97,12,0,1
2020-02-22,3,132.64,14,0,1
2020-02-22,3,132.97,15,0,1
2020-02-22,3,136.32,25,0,1
2020-02-22,3,136.99,27,0,1
2020-02-22,3,137.66,29,0,1
2020-02-22,3,139.33,34,0,1
2020-02-22,3,139.67,35,0,1
2020-02-22,3,142.68,44,0,1
2020-02-22,3,144.35,49,0,1
2020-02-22,3,147.36,58,0,1
2020-02-22,3,148.36,61,0,1
2020-02-22,3,149.7,65,0,1
2020-02-22,3,151.04,69,0,1
2020-02-22,3,153.38,76,0,1
2020-02-22,3,153.72,77,0,1
2020-02-22,3,160.07,96,0,1
2020-02-22,3,165.42,112,0,1
2020-02-23,1,341.04,18,0,1
2020-02-23,1,341.04,18,0,1
2020-02-23,1,346.14,24,0,1
2020-02-23,1,348.7,27,0,1
2020-02-23,1,356.36,36,0,1
2020-02-23,1,360.62,41,0,1
2020-02-23,1,385.31,70,0,1
2020-02-23,1,389.57,75,0,1
2020-02-23,1,399.79,87,0,1
2020-02-23,1,407.45,96,0,1
2020-02-23,2,211.57,4,0,1
2020-02-23,2,211.57,4,0,1
2020-02-23,2,212.67,6,0,1
2020-02-23,2,214.31,9,0,1
2020-02-23,2,218.69,17,0,1
2020-02-23,2,219.24,18,0,1
2020-02-23,2,228.54,35,0,1
2020-02-23,2,229.09,36,0,1
2020-02-23,2,230.19,38,0,1
2020-02-23,2,231.28,40,0,1
2020-02-23,2,231.28,40,0,1
2020-02-23,2,232.37,42,0,1
2020-02-23,2,233.47,44,0,1
2020-02-23,2,236.75,50,0,1
2020-02-23,2,247.15,69,0,1
2020-02-23,2,264.12,100,0,1
2020-02-23,2,269.05,109,0,1
2020-02-23,3,128.63,2,0,1
2020-02-23,3,131.3,10,0,1
2020-02-23,3,135.65,23,0,1
2020-02-23,3,136.32,25,0,1
2020-02-23,3,136.32,25,0,1
2020-02-23,3,137.66,29,0,1
2020-02-23,3,139.67,35,0,1
2020-02-23,3,140.0,36,0,1
2020-02-23,3,140.67,38,0,1
2020-02-23,3,141.34,40,0,1
2020-02-23,3,144.35,49,0,1
2020-02-23,3,146.36,55,0,1
2020-02-23,3,148.7,62,0,1
2020-02-23,3,149.03,63,0,1
2020-02-23,3,152.38,73,0,1
2020-02-23,3,158.06,90,0,1
2020-02-23,3,158.4,91,0,1
2020-02-23,3,163.75,107,0,1
2020-02-23,3,166.09,114,0,1
2020-02-23,3,181.48,160,0,1
2020-02-24,1,299.85,19,0,0
2020-02-24,1,302.09,22,0,0
2020-02-24,1,314.04,38,0,0
2020-02-24,1,323.01,50,0,0
2020-02-24,1,325.99,54,0,0
2020-02-24,1,337.2,69,0,0
2020-02-24,1,364.08,105,0,0
2020-02-24,2,189.4,12,0,0
2020-02-24,2,194.68,23,0,0
2020-02-24,2,195.16,24,0,0
2020-02-24,2,196.12,26,0,0
2020-02-24,2,197.08,28,0,0
2020-02-24,2,198.52,31,0,0
2020-02-24,2,199.97,34,0,0
2020-02-24,2,199.97,34,0,0
2020-02-24,2,201.41,37,0,0
2020-02-24,2,208.61,52,0,0
2020-02-24,2,216.29,68,0,0
2020-02-24,2,231.17,99,0,0
2020-02-24,2,239.33,116,0,0
2020-02-24,3,115.16,10,0,0
2020-02-24,3,116.04,13,0,0
2020-02-24,3,116.04,13,0,0
2020-02-24,3,116.33,14,0,0
2020-02-24,3,116.63,15,0,0
2020-02-24,3,116.63,15,0,0
2020-02-24,3,117.8,19,0,0
2020-02-24,3,118.09,20,0,0
2020-02-24,3,118.09,20,0,0
2020-02-24,3,119.56,25,0,0
2020-02-24,3,119.85,26,0,0
2020-02-24,3,120.73,29,0,0
2020-02-24,3,123.37,38,0,0
2020-02-24,3,124.84,43,0,0
2020-02-24,3,125.13,44,0,0
2020-02-24,3,127.48,52,0,0
2020-02-24,3,128.07,54,0,0
2020-02-24,3,129.54,59,0,0
2020-02-24,3,141.27,99,0,0
2020-02-25,1,294.63,12,0,0
2020-02-25,1,299.85,19,0,0
2020-02-25,1,302.09,22,0,0
2020-02-25,1,308.07,30,0,0
2020-02-25,1,309.56,32,0,0
2020-02-25,1,319.27,45,0,0
2020-02-25,1,325.25,53,0,0
2020-02-25,1,334.96,66,0,0
2020-02-25,2,186.52,6,0,0
2020-02-25,2,195.16,24,0,0
2020-02-25,2,195.64,25,0,0
2020-02-25,2,195.64,25,0,0
2020-02-25,2,196.6,27,0,0
2020-02-25,2,198.52,31,0,0
2020-02-25,2,199.0,32,0,0
2020-02-25,2,203.81,42,0,0
2020-02-25,2,206.69,48,0,0
2020-02-25,2,207.17,49,0,0
2020-02-25,2,217.73,71,0,0
2020-02-25,2,233.09,103,0,0
2020-02-25,2,270.54,181,0,0
2020-02-25,3,114.28,7,0,0
2020-02-25,3,114.57,8,0,0
2020-02-25,3,116.04,13,0,0
2020-02-25,3,116.33,14,0,0
2020-02-25,3,117.21,17,0,0
2020-02-25,3,117.51,18,0,0
2020-02-25,3,121.03,30,0,0
2020-02-25,3,122.79,36,0,0
2020-02-25,3,124.84,43,0,0
2020-02-25,3,125.13,44,0,0
2020-02-25,3,125.13,44,0,0
2020-02-25,3,126.02,47,0,0
2020-02-25,3,126.9,50,0,0
2020-02-25,3,127.78,53,0,0
2020-02-25,3,128.66,56,0,0
2020-02-25,3,130.42,62,0,0
2020-02-25,3,132.18,68,0,0
2020-02-25,3,133.64,73,0,0
2020-02-25,3,138.04,88,0,0
2020-02-25,3,142.74,104,0,0
2020-02-26,1,293.13,10,0,0
2020-02-26,1,301.35,21,0,0
2020-02-26,1,302.09,22,0,0
2020-02-26,1,304.34,25,0,0
2020-02-26,1,305.83,27,0,0
2020-02-26,1,341.68,75,0,0
2020-02-26,1,369.31,112,0,0
2020-02-26,2,188.44,10,0,0
2020-02-26,2,196.12,26,0,0
2020-02-26,2,197.08,28,0,0
2020-02-26,2,198.04,30,0,0
2020-02-26,2,199.49,33,0,0
2020-02-26,2,200.93,36,0,0
2020-02-26,2,203.81,42,0,0
2020-02-26,2,209.09,53,0,0
2020-02-26,2,209.57,54,0,0
2020-02-26,2,210.05,55,0,0
2020-02-26,2,211.97,59,0,0
2020-02-26,2,228.77,94,0,0
2020-02-26,3,113.4,4,0,0
2020-02-26,3,113.99,6,0,0
2020-02-26,3,114.57,8,0,0
2020-02-26,3,115.16,10,0,0
2020-02-26,3,116.04,13,0,0
2020-02-26,3,119.27,24,0,0
2020-02-26,3,120.73,29,0,0
2020-02-26,3,120.73,29,0,0
2020-02-26,3,121.03,30,0,0
2020-02-26,3,121.03,30,0,0
2020-02-26,3,121.91,33,0,0
2020-02-26,3,123.37,38,0,0
2020-02-26,3,123.67,39,0,0
2020-02-26,3,124.55,42,0,0
2020-02-26,3,127.19,51,0,0
2020-02-26,3,137.75,87,0,0
2020-02-26,3,140.1,95,0,0
2020-02-26,3,148.9,125,0,0
2020-02-27,1,299.85,19,0,0
2020-02-27,1,305.08,26,0,0
2020-02-27,1,313.3,37,0,0
2020-02-27,1,321.51,48,0,0
2020-02-27,1,334.21,65,0,0
2020-02-27,1,340.93,74,0,0
2020-02-27,1,363.34,104,0,0
2020-02-27,2,187.48,8,0,0
2020-02-27,2,193.72,21,0,0
2020-02-27,2,199.0,32,0,0
2020-02-27,2,202.85,40,0,0
2020-02-27,2,204.29,43,0,0
2020-02-27,2,212.45,60,0,0
2020-02-27,2,213.41,62,0,0
2020-02-27,2,221.09,78,0,0
2020-02-27,2,221.57,79,0,0
2020-02-27,2,224.45,85,0,0
2020-02-27,2,243.66,125,0,0
2020-02-27,2,256.14,151,0,0
2020-02-27,3,116.92,16,0,0
2020-02-27,3,117.21,17,0,0
2020-02-27,3,118.39,21,0,0
2020-02-27,3,118.39,21,0,0
2020-02-27,3,118.68,22,0,0
2020-02-27,3,120.73,29,0,0
2020-02-27,3,122.49,35,0,0
2020-02-27,3,123.67,39,0,0
2020-02-27,3,124.25,41,0,0
2020-02-27,3,125.43,45,0,0
2020-02-27,3,127.19,51,0,0
2020-02-27,3,127.78,53,0,0
2020-02-27,3,129.83,60,0,0
2020-02-27,3,131.59,66,0,0
2020-02-27,3,136.87,84,0,0
2020-02-27,3,139.22,92,0,0
2020-02-27,3,144.79,111,0,0
2020-02-27,3,149.49,127,0,0
2020-02-28,1,299.11,18,0,0
2020-02-28,1,305.83,27,0,0
2020-02-28,1,308.82,31,0,0
2020-02-28,1,311.06,34,0,0
2020-02-28,1,318.53,44,0,0
2020-02-28,1,319.27,45,0,0
2020-02-28,1,321.51,48,0,0
2020-02-28,2,185.08,3,0,0
2020-02-28,2,193.72,21,0,0
2020-02-28,2,197.08,28,0,0
2020-02-28,2,197.56,29,0,0
2020-02-28,2,198.52,31,0,0
2020-02-28,2,203.33,41,0,0
2020-02-28,2,204.29,43,0,0
2020-02-28,2,207.17,49,0,0
2020-02-28,2,217.73,71,0,0
2020-02-28,2,219.17,74,0,0
2020-02-28,2,221.09,78,0,0
2020-02-28,2,224.45,85,0,0
2020-02-28,2,237.89,113,0,0
2020-02-28,3,113.69,5,0,0
2020-02-28,3,114.57,8,0,0
2020-02-28,3,116.63,15,0,0
2020-02-28,3,118.09,20,0,0
2020-02-28,3,118.97,23,0,0
2020-02-28,3,119.27,24,0,0
2020-02-28,3,120.15,27,0,0
2020-02-28,3,121.61,32,0,0
2020-02-28,3,122.79,36,0,0
2020-02-28,3,123.96,40,0,0
2020-02-28,3,124.25,41,0,0
2020-02-28,3,124.55,42,0,0
2020-02-28,3,132.76,70,0,0
2020-02-28,3,133.06,71,0,0
2020-02-28,3,134.52,76,0,0
2020-02-28,3,134.52,76,0,0
2020-02-28,3,134.82,77,0,0
2020-02-28,3,142.45,103,0,0
2020-02-28,3,149.19,126,0,0
2020-02-29,1,331.67,7,0,1
2020-02-29,1,335.07,11,0,1
2020-02-29,1,335.07,11,0,1
2020-02-29,1,345.29,23,0,1
2020-02-29,1,358.07,38,0,1
2020-02-29,1,364.03,45,0,1
2020-02-29,1,373.39,56,0,1
2020-02-29,1,374.24,57,0,1
2020-02-29,1,381.06,65,0,1
2020-02-29,1,382.76,67,0,1
2020-02-29,2,217.05,14,0,1
2020-02-29,2,218.14,16,0,1
2020-02-29,2,219.78,19,0,1
2020-02-29,2,219.78,19,0,1
2020-02-29,2,222.52,24,0,1
2020-02-29,2,223.62,26,0,1
2020-02-29,2,224.71,28,0,1
2020-02-29,2,225.81,30,0,1
2020-02-29,2,231.28,40,0,1
2020-02-29,2,232.92,43,0,1
2020-02-29,2,233.47,44,0,1
2020-02-29,2,234.02,45,0,1
2020-02-29,2,236.75,50,0,1
2020-02-29,2,237.3,51,0,1
2020-02-29,2,240.04,56,0,1
2020-02-29,2,244.42,64,0,1
2020-02-29,2,252.08,78,0,1
2020-02-29,3,128.29,1,0,1
2020-02-29,3,130.3,7,0,1
2020-02-29,3,130.63,8,0,1
2020-02-29,3,131.97,12,0,1
2020-02-29,3,132.64,14,0,1
2020-02-29,3,133.98,18,0,1
2020-02-29,3,134.65,20,0,1
2020-02-29,3,136.32,25,0,1
2020-02-29,3,136.99,27,0,1
2020-02-29,3,139.67,35,0,1
2020-02-29,3,139.67,35,0,1
2020-02-29,3,140.33,37,0,1
2020-02-29,3,141.34,40,0,1
2020-02-29,3,141.67,41,0,1
2020-02-29,3,142.01,42,0,1
2020-02-29,3,142.34,43,0,1
2020-02-29,3,145.69,53,0,1
2020-02-29,3,149.7,65,0,1
2020-02-29,3,151.04,69,0,1
2020-02-29,3,154.05,78,0,1
2020-03-01,1,294.61,17,0,1
2020-03-01,1,298.29,22,0,1
2020-03-01,1,307.88,35,0,1
2020-03-01,1,317.47,48,0,1
2020-03-01,1,321.16,53,0,1
2020-03-01,1,322.63,55,0,1
2020-03-01,1,408.91,172,0,1
2020-03-01,2,184.18,6,0,1
2020-03-01,2,191.29,21,0,1
2020-03-01,2,191.29,21,0,1
2020-03-01,2,192.24,23,0,1
2020-03-01,2,193.18,25,0,1
2020-03-01,2,193.66,26,0,1
2020-03-01,2,196.03,31,0,1
2020-03-01,2,196.03,31,0,1
2020-03-01,2,201.72,43,0,1
2020-03-01,2,204.56,49,0,1
2020-03-01,2,211.67,64,0,1
2020-03-01,2,215.94,73,0,1
2020-03-01,3,113.42,9,0,1
2020-03-01,3,113.71,10,0,1
2020-03-01,3,114.29,12,0,1
2020-03-01,3,114.58,13,0,1
2020-03-01,3,115.45,16,0,1
2020-03-01,3,116.03,18,0,1
2020-03-01,3,116.9,21,0,1
2020-03-01,3,117.19,22,0,1
2020-03-01,3,117.48,23,0,1
2020-03-01,3,119.5,30,0,1
2020-03-01,3,119.79,31,0,1
2020-03-01,3,121.53,37,0,1
2020-03-01,3,127.04,56,0,1
2020-03-01,3,132.25,74,0,1
2020-03-01,3,135.44,85,0,1
2020-03-01,3,137.18,91,0,1
2020-03-01,3,139.49,99,0,1
2020-03-01,3,139.78,100,0,1
2020-03-02,1,254.51,11,0,0
2020-03-02,1,254.51,11,0,0
2020-03-02,1,266.8,30,0,0
2020-03-02,1,277.79,47,0,0
2020-03-02,1,277.79,47,0,0
2020-03-02,1,286.2,60,0,0
2020-03-02,2,166.52,18,0,0
2020-03-02,2,170.68,28,0,0
2020-03-02,2,172.76,33,0,0
2020-03-02,2,173.59,35,0,0
2020-03-02,2,177.75,45,0,0
2020-03-02,2,178.58,47,0,0
2020-03-02,2,183.99,60,0,0
2020-03-02,2,185.23,63,0,0
2020-03-02,2,186.06,65,0,0
2020-03-02,2,187.31,68,0,0
2020-03-02,3,98.97,7,0,0
2020-03-02,3,101.26,16,0,0
2020-03-02,3,103.03,23,0,0
2020-03-02,3,103.29,24,0,0
2020-03-02,3,103.29,24,0,0
2020-03-02,3,103.8,26,0,0
2020-03-02,3,105.83,34,0,0
2020-03-02,3,110.66,53,0,0
2020-03-02,3,111.67,57,0,0
2020-03-02,3,116.5,76,0,0
2020-03-02,3,117.77,81,0,0
2020-03-02,3,118.03,82,0,0
2020-03-02,3,119.04,86,0,0
2020-03-02,3,121.58,96,0,0
2020-03-02,3,125.9,113,0,0
2020-03-03,1,268.09,32,0,0
2020-03-03,1,270.03,35,0,0
2020-03-03,1,277.79,47,0,0
